Zone,Ward,Area,Locality,Street,Usage,Guidance Value
N04,N034,Kodungaiyur,Kodungaiyur,Vijayanagar Prathana Street,Residential,0.5
N04,N034,Kodungaiyur,Kodungaiyur School,Bharathidasn Street (Near Kodungaiyur School),Non-Residential,3
N04,N034,Kodungaiyur,Kodungaiyur School,Bharathidasn Street (Near Kodungaiyur School),Residential,0.5
N04,N034,Kodungaiyur,Kumaran Nagar,Kumaran Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Kumaran Nagar,Kumaran Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Kumaran Nagar,Kumaran Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Kumaran Nagar,Kumaran Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Milk Colony,Milk Colony Road,Non-Residential,3
N04,N034,Kodungaiyur,Milk Colony,Milk Colony Road,Residential,0.5
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Muthamil Nagar,Cauvery Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,Muthamizh Nagar,Narayanaswamy Garden 1st Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Muthamizh Nagar,Narayanaswamy Garden 1st Main Road,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 1st Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 4th Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 5th Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 5th Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 6th Street,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai 6th Street,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai Main Road,Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,N.S.K. Salai Main Road,Residential,0.5
N04,N034,Kodungaiyur,N.S.K.Salai,Perumal Koil Street (Near Main Road),Non-Residential,3
N04,N034,Kodungaiyur,N.S.K.Salai,Perumal Koil Street (Near Main Road),Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayana Swamy Garden 1st Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayana Swamy Garden 1st Main Road,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 10th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 10th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 2nd Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 2nd Main Road,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 3rd Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 3rd Main Road,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 5th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 5th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 6th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 6th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 7th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 7th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 8th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 8th Street,Residential,0.5
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 9th Street,Non-Residential,3
N04,N034,Kodungaiyur,Narasimma Reddiyar Nagar,Narayanaswamy Garden 9th Street,Residential,0.5
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Parvathy Nagar,Parvathy Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Periyar Nagar,Periyar Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Periyar Nagar,Periyar Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Periyar Nagar,Periyar Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Periyar Nagar,Periyar Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 5th Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 5th Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 6th Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 6th Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 7th Street,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar 7th Street,Residential,0.5
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Poongavanam Nagar,Poongavanam Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  2nd Main Road,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  2nd Main Road,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  2nd Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  3rd Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  4th Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  4th Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  5th Street (Temple Street),Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  5th Street (Temple Street),Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  6th Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  6th Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  7th Street,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar  7th Street,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar 1st Main Road,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar 1st Main Road,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Play Ground Street (East),Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Play Ground Street (East),Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Play Ground Street (North),Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Play Ground Street (North),Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar School Road (East),Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar School Road (East),Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar School Road (West),Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar School Road (West),Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Tank Lane,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Tank Lane,Residential,0.5
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Tank Road,Non-Residential,3
N04,N034,Kodungaiyur,R.V.Nagar,R.V. Nagar Tank Road,Residential,0.5
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Ragavendra Nagar,Ragavendra Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Raghavan Nagar,Raghavan Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 5th Street,Non-Residential,3
N04,N034,Kodungaiyur,Sastri Nagar,Sasthri Nagar 5th Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 1st Cross Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 1st Cross Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 2nd Cross Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 2nd Cross Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 3rd Cross Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 3rd Cross Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 4th Cross Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 4th Cross Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 5th Cross Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 5th Cross Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 5th Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 5th Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 6th Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 6th Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 7th Street,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar 7th Street,Residential,0.5
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Seetharam Nagar,Seetharam Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,Selavoyal,Arasu Avenue,Non-Residential,3
N04,N034,Kodungaiyur,Selavoyal,Arasu Avenue,Residential,0.5
N04,N034,Kodungaiyur,Selavoyal,Prakasham Avenue,Non-Residential,3
N04,N034,Kodungaiyur,Selavoyal,Prakasham Avenue,Residential,0.5
N04,N034,Kodungaiyur,Selavoyal,Thiruthangal Avenue,Non-Residential,3
N04,N034,Kodungaiyur,Selavoyal,Thiruthangal Avenue,Residential,0.5
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 1st Cross  Street,Non-Residential,3
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 1st Cross  Street,Residential,0.5
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Senthil Nagar,Senthil Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Shakthi Nagar,Shakthi Nagar,Non-Residential,3
N04,N034,Kodungaiyur,Shakthi Nagar,Shakthi Nagar,Residential,0.5
N04,N034,Kodungaiyur,Soundaraya Nagar,Soundarya Nagar Road,Non-Residential,3
N04,N034,Kodungaiyur,Soundaraya Nagar,Soundarya Nagar Road,Residential,0.5
N04,N034,Kodungaiyur,Sowbhagya Nagar,Sowbhagya Nagar,Non-Residential,3
N04,N034,Kodungaiyur,Sowbhagya Nagar,Sowbhagya Nagar,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sri Ram Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sri Ram Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sri Ram Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sri Ram Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 1st Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 1st Main Road,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 2nd Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 2nd Main Road,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 2th Street,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 2th Street,Residential,0.5
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 3rd Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Sri Ram Nagar,Sriram Nagar 3rd Main Road,Residential,0.5
N04,N034,Kodungaiyur,Sriram Avenue,Sriram Avenue Road,Non-Residential,3
N04,N034,Kodungaiyur,Sriram Avenue,Sriram Avenue Road,Residential,0.5
N04,N034,Kodungaiyur,Srivari Nagar,Srivari Nagar (N.S Garden),Non-Residential,3
N04,N034,Kodungaiyur,Srivari Nagar,Srivari Nagar (N.S Garden),Residential,0.5
N04,N034,Kodungaiyur,Suganthammal Nagar,Suganthamal Nagar,Non-Residential,3
N04,N034,Kodungaiyur,Suganthammal Nagar,Suganthamal Nagar,Residential,0.5
N04,N034,Kodungaiyur,Tamil Harijan Colony,Meenambal Sivaraj Street,Non-Residential,3
N04,N034,Kodungaiyur,Tamil Harijan Colony,Meenambal Sivaraj Street,Residential,0.5
N04,N034,Kodungaiyur,Tamil Harijan Colony,Nehru Street,Non-Residential,3
N04,N034,Kodungaiyur,Tamil Harijan Colony,Nehru Street,Residential,0.5
N04,N034,Kodungaiyur,Tamil Harijan Colony,Sivasankaran Street,Non-Residential,3
N04,N034,Kodungaiyur,Tamil Harijan Colony,Sivasankaran Street,Residential,0.5
N04,N034,Kodungaiyur,Teachers Colony,Ponnuswamy Street (Near Milk Colony Road),Non-Residential,3
N04,N034,Kodungaiyur,Teachers Colony,Ponnuswamy Street (Near Milk Colony Road),Residential,0.5
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar Extension,Non-Residential,3
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar Extension,Residential,0.5
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar Main Road,Non-Residential,3
N04,N034,Kodungaiyur,Thai Nagar,Thai Nagar Main Road,Residential,0.5
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 3rd Street,Non-Residential,3
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 3rd Street,Residential,0.5
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 4th Street,Non-Residential,3
N04,N034,Kodungaiyur,Thendral Nagar,Thendral Nagar 4th Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 10th Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 10th Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 12th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 12th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 13th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 13th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 14th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 14th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 15th Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 15th Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 16 Th Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 16 Th Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 17th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 17th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 18th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 18th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 19th  Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 19th  Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 1st Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 1st Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 20th Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 20th Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 21st Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 21st Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 22nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 22nd Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 2nd Street,Non-Residential,3
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 2nd Street,Residential,0.5
N04,N034,Kodungaiyur,Union Carbide Colony,Union Carbide Colony 3rd Street,Non-Residential,3
